orden_id,producto_id,cantidad,precio_unitario
00000000000000000000243e,4318,1,89.5
00000000000000000000243e,479,2,399.0
00000000000000000000243f,3215,2,1039.0
00000000000000000000243f,3005,2,2299.0
00000000000000000000243f,2133,1,1599.0
00000000000000000000243f,325,1,959.0
000000000000000000002440,277,2,2499.0
000000000000000000002441,186,1,3099.0
000000000000000000002441,2604,2,28.99
000000000000000000002441,2519,3,159.0
000000000000000000002442,2138,3,1649.9
000000000000000000002443,481,1,65.0
000000000000000000002443,4480,2,59.9
000000000000000000002444,2651,1,549.0
000000000000000000002444,4994,3,36.9
000000000000000000002444,5145,3,229.0
000000000000000000002444,4907,1,89.9
000000000000000000002445,4814,1,149.9
000000000000000000002445,3515,1,399.9
000000000000000000002446,3355,2,2439.0
000000000000000000002446,2249,1,487.1
000000000000000000002447,3372,1,520.0
000000000000000000002448,4087,1,168.75
000000000000000000002448,4377,3,169.0
000000000000000000002448,3327,2,500.5
000000000000000000002448,561,1,89.99
000000000000000000002449,3808,1,999.0
000000000000000000002449,169,2,3199.0
000000000000000000002449,280,1,2489.0
000000000000000000002449,4145,2,140.0
00000000000000000000244a,5430,2,99.0
00000000000000000000244b,4487,3,59.9
00000000000000000000244c,2615,1,29.9
00000000000000000000244c,4674,1,199.9
00000000000000000000244c,1881,2,800.0
00000000000000000000244d,4809,1,139.0
00000000000000000000244e,5670,1,849.0
00000000000000000000244f,5178,2,149.0
000000000000000000002450,1024,2,795.0
000000000000000000002450,3811,1,1389.0
000000000000000000002450,3148,1,3889.0
000000000000000000002451,2270,1,149.0
000000000000000000002452,680,1,449.0
000000000000000000002452,42,3,599.0
000000000000000000002453,2557,3,79.0
000000000000000000002454,1063,1,649.0
000000000000000000002455,3907,3,329.0
000000000000000000002456,4279,3,19.9
000000000000000000002456,5355,2,139.0
000000000000000000002457,488,2,74.0
000000000000000000002457,3197,3,1599.0
000000000000000000002457,1970,3,74.9
000000000000000000002457,5064,1,20.93
000000000000000000002458,851,1,749.0
000000000000000000002458,1784,1,1049.9
000000000000000000002459,2389,1,130.0
00000000000000000000245a,777,3,69.9
00000000000000000000245a,5673,3,449.0
00000000000000000000245a,4476,3,48.0
00000000000000000000245a,1499,1,89.0
00000000000000000000245b,5415,2,49.0
00000000000000000000245c,2628,3,480.0
00000000000000000000245d,2263,2,299.0
00000000000000000000245e,4215,1,79.9
00000000000000000000245e,5334,2,150.9
00000000000000000000245e,5250,3,91.5
00000000000000000000245e,900,1,1969.0
00000000000000000000245f,432,3,1499.0
00000000000000000000245f,4429,1,70.0
00000000000000000000245f,5636,2,649.0
000000000000000000002460,2004,1,749.0
000000000000000000002460,3050,3,2729.9
000000000000000000002461,1789,2,1129.0
000000000000000000002462,2826,2,5549.9
000000000000000000002463,2269,2,89.9
000000000000000000002464,3969,1,44.94
000000000000000000002465,1549,2,1699.0
000000000000000000002466,4811,2,49.0
000000000000000000002466,4697,1,101.9
000000000000000000002466,1347,3,165.0
000000000000000000002467,912,2,869.0
000000000000000000002467,2997,3,4449.0
000000000000000000002468,4347,3,55.9
000000000000000000002469,2520,2,149.0
000000000000000000002469,3775,2,115.0
00000000000000000000246a,5671,3,256.0
00000000000000000000246a,5694,1,599.94
00000000000000000000246a,2563,1,159.0
00000000000000000000246b,954,3,489.0
00000000000000000000246b,1331,1,186.0
00000000000000000000246b,2183,2,289.0
00000000000000000000246c,1367,1,89.0
00000000000000000000246d,3,3,109.0
00000000000000000000246d,4950,3,89.0
00000000000000000000246e,1856,2,1969.99
00000000000000000000246e,2802,1,20.9
00000000000000000000246f,2870,1,74.9
000000000000000000002470,4390,3,189.0
000000000000000000002471,135,2,489.0
000000000000000000002471,3940,3,140.9
000000000000000000002472,2163,3,269.99
000000000000000000002472,5413,3,39.9
000000000000000000002472,4965,2,44.95
000000000000000000002472,5303,2,99.0
000000000000000000002473,4660,1,199.0
000000000000000000002473,2368,3,89.9
000000000000000000002474,5084,2,49.0
000000000000000000002475,5200,3,55.0
000000000000000000002476,2268,2,89.0
000000000000000000002477,4204,1,59.9
000000000000000000002477,5584,3,229.0
000000000000000000002478,1714,2,2449.0
000000000000000000002478,1629,1,469.0
000000000000000000002479,1042,3,1490.9
000000000000000000002479,3807,3,1099.0
000000000000000000002479,2129,3,1879.0
00000000000000000000247a,203,2,2839.0
00000000000000000000247b,1586,3,1799.0
00000000000000000000247b,1199,1,793.0
00000000000000000000247c,5169,3,90.0
00000000000000000000247d,3224,3,799.0
00000000000000000000247d,752,3,189.0
00000000000000000000247e,4618,1,124.9
00000000000000000000247f,4364,3,209.0
000000000000000000002480,5471,1,86.9
000000000000000000002481,4555,2,19.9
000000000000000000002481,1304,1,99.9
000000000000000000002481,2596,1,149.0
000000000000000000002481,4291,1,105.9
000000000000000000002482,2400,2,329.0
000000000000000000002482,4285,1,19.9
000000000000000000002483,761,3,150.0
000000000000000000002483,736,3,499.0
000000000000000000002483,5658,2,3829.0
000000000000000000002484,1991,3,1379.0
000000000000000000002484,1409,2,99.0
000000000000000000002484,5375,2,179.0
000000000000000000002485,2085,3,449.0
000000000000000000002486,707,3,449.9
000000000000000000002486,4928,1,103.9
000000000000000000002487,3917,2,529.0
000000000000000000002488,3856,1,1699.0
000000000000000000002488,1203,2,920.0
000000000000000000002488,4287,1,55.0
000000000000000000002489,3298,1,1000.0
000000000000000000002489,4150,2,159.0
00000000000000000000248a,4672,3,329.0
00000000000000000000248b,4962,2,89.0
00000000000000000000248c,1396,3,329.0
00000000000000000000248c,3312,2,815.92
00000000000000000000248d,3979,2,614.0
00000000000000000000248e,2958,3,1889.0
00000000000000000000248f,4870,1,41.93
00000000000000000000248f,2830,1,449.0
000000000000000000002490,2974,1,1599.0
000000000000000000002490,5624,2,259.0
000000000000000000002490,2037,3,249.0
000000000000000000002491,1710,1,2699.0
000000000000000000002492,4038,1,21.0
000000000000000000002492,2332,2,179.0
000000000000000000002493,5461,3,87.0
000000000000000000002493,3370,2,500.0
000000000000000000002493,3098,1,2289.0
000000000000000000002494,5514,1,89.0
000000000000000000002495,2020,2,1079.0
000000000000000000002495,5363,2,98.0
000000000000000000002495,4618,2,124.9
000000000000000000002495,1885,3,1050.0
000000000000000000002496,526,3,739.0
000000000000000000002497,65,2,169.99
000000000000000000002498,3084,1,4029.0
000000000000000000002499,4184,2,109.0
00000000000000000000249a,2104,3,699.0
00000000000000000000249a,4539,1,107.0
00000000000000000000249a,3224,3,799.0
00000000000000000000249a,4954,3,89.0
00000000000000000000249b,3856,1,1699.0
00000000000000000000249b,236,3,6080.0
00000000000000000000249c,4149,1,59.9
00000000000000000000249d,4321,2,29.9
00000000000000000000249d,1370,3,59.9
00000000000000000000249d,663,2,81.9
00000000000000000000249e,2810,2,109.0
00000000000000000000249e,4075,1,209.0
00000000000000000000249f,299,3,2649.0
00000000000000000000249f,514,1,126.47
00000000000000000000249f,4329,2,32.99
0000000000000000000024a0,4943,1,79.0
0000000000000000000024a1,4970,1,119.9
0000000000000000000024a1,329,2,1249.0
0000000000000000000024a1,4772,1,99.96
0000000000000000000024a2,2300,2,299.0
0000000000000000000024a3,3922,2,529.0
0000000000000000000024a3,4849,1,34.93
0000000000000000000024a3,5573,3,370.0
0000000000000000000024a4,1866,3,1899.0
0000000000000000000024a5,2147,2,299.0
0000000000000000000024a5,5578,3,370.0
0000000000000000000024a5,2035,1,249.0
0000000000000000000024a6,1657,1,1549.0
0000000000000000000024a6,5642,1,380.0
0000000000000000000024a6,3849,2,1949.0
0000000000000000000024a7,3471,1,169.0
0000000000000000000024a7,1247,2,1699.0
0000000000000000000024a8,5132,3,155.0
0000000000000000000024a8,2206,1,686.1
0000000000000000000024a8,3931,2,29.99
0000000000000000000024a9,802,2,699.0
0000000000000000000024a9,4046,3,599.9
0000000000000000000024a9,5542,1,139.0
0000000000000000000024a9,2638,3,64.9
0000000000000000000024aa,2116,2,128.0
0000000000000000000024aa,5481,2,59.0
0000000000000000000024aa,959,3,449.9
0000000000000000000024ab,2310,3,159.0
0000000000000000000024ac,4800,1,55.0
0000000000000000000024ac,743,3,199.0
0000000000000000000024ad,4274,3,344.4
0000000000000000000024ae,797,1,164.9
0000000000000000000024ae,3500,3,299.0
0000000000000000000024af,1388,2,379.0
0000000000000000000024b0,113,3,539.0
0000000000000000000024b1,4796,2,249.9
0000000000000000000024b1,4806,3,159.0
0000000000000000000024b2,4768,3,119.9
0000000000000000000024b2,2597,1,259.35
0000000000000000000024b2,4586,3,121.9
0000000000000000000024b3,4745,3,119.0
0000000000000000000024b3,5276,2,45.0
0000000000000000000024b3,5645,1,450.0
0000000000000000000024b4,1121,3,810.0
0000000000000000000024b4,5384,3,129.0
0000000000000000000024b4,2777,1,95.0
0000000000000000000024b4,930,1,799.0
0000000000000000000024b5,644,2,159.0
0000000000000000000024b5,278,1,2499.0
0000000000000000000024b5,1462,3,899.0
0000000000000000000024b6,4860,3,383.92
0000000000000000000024b7,1562,3,2369.0
0000000000000000000024b8,990,2,730.0
0000000000000000000024b9,3976,1,69.93
0000000000000000000024b9,2501,2,243.9
0000000000000000000024b9,1742,2,1489.0
0000000000000000000024b9,4311,3,39.9
0000000000000000000024ba,3084,3,4029.0
0000000000000000000024ba,4297,3,199.2
0000000000000000000024ba,361,1,718.0
0000000000000000000024ba,3816,1,46.9
0000000000000000000024bb,1294,3,144.9
0000000000000000000024bb,4762,1,90.35
0000000000000000000024bc,4132,2,69.9
0000000000000000000024bd,2713,3,489.0
0000000000000000000024be,867,2,1309.0
0000000000000000000024be,5241,2,529.0
0000000000000000000024bf,4471,2,25.9
0000000000000000000024bf,4309,1,118.9
0000000000000000000024bf,244,3,3389.0
0000000000000000000024c0,610,3,699.0
0000000000000000000024c1,199,1,2359.0
0000000000000000000024c1,1626,1,7909.0
0000000000000000000024c2,803,2,94.0
0000000000000000000024c3,4512,3,42.9
0000000000000000000024c3,4034,3,119.0
0000000000000000000024c4,342,3,919.0
0000000000000000000024c4,1209,2,929.0
0000000000000000000024c4,4979,3,89.9
0000000000000000000024c5,4130,1,79.0
0000000000000000000024c6,3847,3,1199.0
0000000000000000000024c6,255,3,2860.0
0000000000000000000024c6,684,1,119.0
0000000000000000000024c7,5526,1,59.0
0000000000000000000024c8,4415,3,25.9
0000000000000000000024c9,4996,1,69.93
0000000000000000000024c9,1986,2,149.0
0000000000000000000024ca,2284,2,799.0
0000000000000000000024ca,4536,1,54.99
0000000000000000000024ca,253,2,3899.0
0000000000000000000024cb,1733,1,1399.0
0000000000000000000024cc,2014,2,1699.0
0000000000000000000024cc,2373,1,529.0
0000000000000000000024cc,1122,1,590.0
0000000000000000000024cc,428,2,479.0
0000000000000000000024cd,1727,2,699.0
0000000000000000000024cd,2336,1,129.0
0000000000000000000024ce,1472,3,100.0
0000000000000000000024cf,3865,1,1799.0
0000000000000000000024cf,3044,2,2590.0
0000000000000000000024d0,1457,2,69.9
0000000000000000000024d0,5630,1,259.0
0000000000000000000024d0,4156,1,25.0
0000000000000000000024d1,4740,3,109159.0
0000000000000000000024d2,3640,3,929.0
0000000000000000000024d2,2295,3,499.0
0000000000000000000024d3,3445,3,3599.0
0000000000000000000024d4,3433,2,2999.0
0000000000000000000024d4,3517,3,349.9
0000000000000000000024d4,62,2,399.0
0000000000000000000024d5,308,1,6099.0
0000000000000000000024d5,4045,3,599.9
0000000000000000000024d5,4008,2,299.0
0000000000000000000024d5,844,3,399.0
0000000000000000000024d6,4483,3,59.9
0000000000000000000024d7,23,1,799.0
0000000000000000000024d7,2845,1,199.0
0000000000000000000024d7,2203,1,259.0
0000000000000000000024d8,3687,2,1549.0
0000000000000000000024d9,4049,2,150.0
0000000000000000000024da,517,3,1789.0
0000000000000000000024db,2613,3,39.0
0000000000000000000024dc,2510,3,198.9
0000000000000000000024dd,70,2,329.0
0000000000000000000024dd,5626,2,289.0
0000000000000000000024dd,2427,1,30.4
0000000000000000000024de,4106,1,116.0
0000000000000000000024de,4601,3,35.0
0000000000000000000024de,191,1,1699.0
0000000000000000000024de,5360,2,93.9
0000000000000000000024df,200,3,2750.0
0000000000000000000024df,2644,2,69.0
0000000000000000000024df,3737,3,999.0
0000000000000000000024e0,2824,3,94.9
0000000000000000000024e0,1336,3,92.95
0000000000000000000024e0,294,3,1949.0
0000000000000000000024e0,818,2,676.9
0000000000000000000024e1,3547,1,121.9
0000000000000000000024e1,1641,1,400.0
0000000000000000000024e2,5398,3,90.0
0000000000000000000024e3,3808,3,999.0
0000000000000000000024e4,4563,1,35.0
0000000000000000000024e4,4390,3,189.0
0000000000000000000024e5,834,3,1799.0
0000000000000000000024e5,239,3,7599.0
0000000000000000000024e6,4431,1,43.49
0000000000000000000024e7,1052,2,1999.0
0000000000000000000024e7,4037,1,101.4
0000000000000000000024e7,2275,1,369.0
0000000000000000000024e8,5175,1,79.9
0000000000000000000024e9,3034,2,1599.99
0000000000000000000024ea,1838,1,1499.0
0000000000000000000024ea,4242,1,65.0
0000000000000000000024eb,3263,2,2945.0
0000000000000000000024ec,2455,2,226.1
0000000000000000000024ed,1662,2,1549.0
0000000000000000000024ed,66,1,368.0
0000000000000000000024ee,3648,2,279.0
0000000000000000000024ef,860,2,580.0
0000000000000000000024ef,3948,3,100.0
0000000000000000000024ef,1849,2,1499.0
0000000000000000000024f0,1283,2,379.0
0000000000000000000024f0,931,2,399.0
0000000000000000000024f1,2626,2,329.0
0000000000000000000024f1,4619,2,899.0
0000000000000000000024f1,2804,2,320.0
0000000000000000000024f1,1605,2,199.0
0000000000000000000024f2,4889,2,79.9
0000000000000000000024f2,1594,1,169.0
0000000000000000000024f3,4383,3,349.0
0000000000000000000024f4,2506,3,243.9
0000000000000000000024f5,5589,2,280.0
0000000000000000000024f5,1958,2,239.9
0000000000000000000024f6,5157,1,118.0
0000000000000000000024f7,4088,2,274.0
0000000000000000000024f7,2826,1,5549.9
0000000000000000000024f8,1410,2,140.9
0000000000000000000024f9,5088,2,65.0
0000000000000000000024f9,1769,3,999.0
0000000000000000000024fa,3667,3,489.0
0000000000000000000024fa,4908,3,127.92
0000000000000000000024fa,919,2,3499.0
0000000000000000000024fb,2121,2,599.0
0000000000000000000024fc,2155,3,220.0
0000000000000000000024fd,1304,1,99.9
0000000000000000000024fd,4003,3,159.9
0000000000000000000024fd,2167,2,259.0
0000000000000000000024fe,2710,3,459.0
0000000000000000000024ff,192,2,1699.0
0000000000000000000024ff,2115,3,119.0
0000000000000000000024ff,938,3,654.44
000000000000000000002500,2624,2,289.0
000000000000000000002500,148,3,2999.0
000000000000000000002501,4305,2,59.9
000000000000000000002501,4050,1,249.0
000000000000000000002502,1767,3,1148.0
000000000000000000002502,5184,3,149.0
000000000000000000002502,430,1,799.0
000000000000000000002502,254,2,3099.0
000000000000000000002503,2597,1,259.35
000000000000000000002503,4047,3,549.9
000000000000000000002503,203,2,2839.0
000000000000000000002504,618,2,30.0
000000000000000000002504,2949,2,3038.9
000000000000000000002505,1859,3,1969.0
000000000000000000002505,4988,2,89.9
000000000000000000002505,3644,3,1249.0
000000000000000000002506,1965,3,949.0
000000000000000000002506,5029,1,41.93
000000000000000000002506,3350,1,2039.0
000000000000000000002507,606,2,239.0
000000000000000000002507,4804,2,130170.0
000000000000000000002508,1591,1,849.0
000000000000000000002509,3312,3,815.92
000000000000000000002509,4493,3,69.0
00000000000000000000250a,5275,3,74.9
00000000000000000000250a,4393,1,74.4
00000000000000000000250b,5367,1,35.5
00000000000000000000250b,1999,3,748.0
00000000000000000000250b,5497,3,159.0
00000000000000000000250b,5067,1,95.0
00000000000000000000250c,1266,1,599799.0
00000000000000000000250c,53,3,519.0
00000000000000000000250c,4378,2,269.0
00000000000000000000250d,3844,3,1199.0
00000000000000000000250e,4862,1,479.9
00000000000000000000250e,4139,2,79.0
00000000000000000000250e,1055,3,529.0
00000000000000000000250f,1414,3,249.9
00000000000000000000250f,4564,3,94.0
000000000000000000002510,4454,3,23.9
000000000000000000002511,2854,3,289.99
000000000000000000002511,1307,2,447.0
000000000000000000002512,3448,1,86.9
000000000000000000002512,5034,1,34.93
000000000000000000002512,4305,1,59.9
000000000000000000002513,4630,2,329.0
000000000000000000002513,3329,2,1099.9
000000000000000000002514,551,3,39.0
000000000000000000002514,1302,3,99.9
000000000000000000002514,4466,3,269.0
000000000000000000002514,1713,1,2379.0
000000000000000000002515,2777,1,95.0
000000000000000000002516,2248,3,445.0
000000000000000000002516,4046,3,599.9
000000000000000000002516,5391,1,2499.0
000000000000000000002517,2291,1,879.0
000000000000000000002517,4178,2,138.0
000000000000000000002517,4347,1,55.9
000000000000000000002518,3829,1,599.0
000000000000000000002519,2217,3,419.0
00000000000000000000251a,1419,3,369.0
00000000000000000000251a,407,3,1799.0
00000000000000000000251b,2956,2,2699.0
00000000000000000000251b,613,2,304.0
00000000000000000000251c,159,2,1135.0
00000000000000000000251d,4377,3,169.0
00000000000000000000251e,1500,1,159.0
00000000000000000000251e,5285,1,321.9
00000000000000000000251f,3281,2,689.0
00000000000000000000251f,3018,1,2869.0
00000000000000000000251f,865,2,419.0
000000000000000000002520,2306,1,149.0
000000000000000000002521,4307,3,66.9
000000000000000000002521,5384,2,129.0
000000000000000000002522,2935,1,3899.0
000000000000000000002523,1101,2,199.0
000000000000000000002524,303,2,3399.0
000000000000000000002525,5452,3,99.9
000000000000000000002525,1656,3,1549.0
000000000000000000002526,1420,1,369.0
000000000000000000002526,4819,3,103.9
000000000000000000002526,5119,2,394.9
000000000000000000002527,2090,1,449.0
000000000000000000002528,3391,1,800.0
000000000000000000002529,5463,1,87.0
000000000000000000002529,3826,2,5199.0
000000000000000000002529,5288,1,511.9
00000000000000000000252a,5249,3,93.9
00000000000000000000252a,660,1,137.3
00000000000000000000252a,4497,2,39.9
00000000000000000000252a,3816,2,46.9
00000000000000000000252b,449,2,1599.0
00000000000000000000252b,2702,2,369.0
00000000000000000000252c,1080,3,625.0
00000000000000000000252c,285,2,2185.0
00000000000000000000252c,5244,3,89.0
00000000000000000000252d,520,2,85.0
00000000000000000000252d,1574,2,5099.0
00000000000000000000252d,3598,3,210.0
00000000000000000000252d,2809,2,109.0
00000000000000000000252e,4361,1,209.0
00000000000000000000252e,4706,2,31.92
00000000000000000000252f,4101,3,78.0
00000000000000000000252f,4203,1,59.0
00000000000000000000252f,5136,1,199.0
00000000000000000000252f,3912,1,329.0
000000000000000000002530,3232,1,789.0
000000000000000000002530,371,2,649.0
000000000000000000002531,1407,1,599.0
000000000000000000002531,1431,3,100.0
000000000000000000002531,274,1,2499.0
000000000000000000002531,603,1,49.9
000000000000000000002532,4322,3,39.99
000000000000000000002533,3990,1,99.9
000000000000000000002533,1427,1,229.9
000000000000000000002533,3430,1,999.0
000000000000000000002534,100,3,449.0
000000000000000000002534,1253,3,864.9
000000000000000000002534,1670,2,1464.0
000000000000000000002534,1395,1,124.0
000000000000000000002535,769,2,65.0
000000000000000000002536,4850,3,39.9
000000000000000000002536,5607,3,129.9
000000000000000000002537,1390,3,459.0
000000000000000000002538,4763,2,230.0
000000000000000000002538,178,1,3515.0
000000000000000000002538,2198,3,249.0
000000000000000000002539,3545,2,199.9
000000000000000000002539,5092,3,165.0
000000000000000000002539,1085,1,677.0
00000000000000000000253a,4308,1,88.5
00000000000000000000253b,616,3,159.0
00000000000000000000253c,4394,1,74.4
00000000000000000000253c,2820,1,699.0
00000000000000000000253c,3412,3,450.0
00000000000000000000253c,2397,1,199.0
00000000000000000000253d,2160,3,438.0
00000000000000000000253e,4987,2,89.9
00000000000000000000253e,406,2,3999.0
00000000000000000000253e,3199,2,549.0
00000000000000000000253e,5165,2,169.0
00000000000000000000253f,1112,1,669.0
000000000000000000002540,1493,3,349.0
000000000000000000002540,1830,3,789.0
000000000000000000002540,264,3,7059.0
000000000000000000002541,5211,2,35.0
000000000000000000002541,2145,1,1069.0
000000000000000000002541,5040,1,41.93
000000000000000000002541,2451,2,291.1
000000000000000000002542,3388,3,800.0
000000000000000000002543,3102,1,589.0
000000000000000000002543,932,1,399.0
000000000000000000002544,5440,3,29.9
000000000000000000002545,72,2,59.0
000000000000000000002545,1300,3,99.9
000000000000000000002545,3558,3,9.99
000000000000000000002546,15,1,55.0
000000000000000000002546,2572,3,359.0
000000000000000000002546,4007,1,349.9
000000000000000000002547,1503,1,64.9
000000000000000000002547,481,1,65.0
000000000000000000002548,4581,1,39.9
000000000000000000002549,31,1,549.0
00000000000000000000254a,2739,2,379.0
00000000000000000000254a,939,1,2699.0
00000000000000000000254b,453,1,899.0
00000000000000000000254c,4872,2,79.9
00000000000000000000254c,2909,2,599.0
00000000000000000000254c,5537,1,198.9
00000000000000000000254d,5431,2,139.0
00000000000000000000254e,5423,1,50.0
00000000000000000000254f,4343,2,157.0
00000000000000000000254f,3950,2,100.0
000000000000000000002550,2387,1,229.0
000000000000000000002550,3211,2,799.0
000000000000000000002550,3318,2,315.0
000000000000000000002551,5038,1,59.9
000000000000000000002551,189,3,1699.0
000000000000000000002551,120,2,419.0
000000000000000000002552,497,2,64.9
000000000000000000002552,4944,3,279.0
000000000000000000002553,91,1,469.0
000000000000000000002553,1316,3,479.9
000000000000000000002553,2237,1,349.9
000000000000000000002554,1434,1,329.0
000000000000000000002555,4506,1,169.9
000000000000000000002556,5235,1,9.9
000000000000000000002556,4212,2,79.0
000000000000000000002557,4713,2,149.0
000000000000000000002557,77,1,808.0
000000000000000000002558,2832,2,82.9
000000000000000000002558,5396,2,39.9
000000000000000000002559,815,1,269.0
000000000000000000002559,4275,2,85.9
00000000000000000000255a,1168,3,569.0
00000000000000000000255a,2134,2,649.0
00000000000000000000255a,1917,3,799.0
00000000000000000000255b,4702,1,31.92
00000000000000000000255b,2619,1,349.0
00000000000000000000255b,4628,3,223.2
00000000000000000000255c,2621,2,65.9
00000000000000000000255d,3634,1,859.0
00000000000000000000255d,170,2,3499.0
00000000000000000000255e,3454,1,949.0
00000000000000000000255e,777,3,69.9
00000000000000000000255f,312,2,6614.0
00000000000000000000255f,5240,2,530.8
000000000000000000002560,1289,3,129.9
000000000000000000002561,5069,3,25.0
000000000000000000002561,5265,3,849.0
000000000000000000002561,4527,3,49.9
000000000000000000002562,4556,2,30.9
000000000000000000002562,4193,3,59.9
000000000000000000002562,479,3,399.0
000000000000000000002563,241,2,7599.0
000000000000000000002563,2027,1,129.0
000000000000000000002563,927,3,439.0
000000000000000000002564,2917,1,1756.9
000000000000000000002565,623,1,19.0
000000000000000000002565,3687,3,1549.0
000000000000000000002565,2192,1,449.99
000000000000000000002565,1924,3,1399.0
000000000000000000002566,2017,2,1250.0
000000000000000000002566,857,2,799.0
000000000000000000002566,2446,1,227.1
000000000000000000002567,3218,1,699.0
000000000000000000002567,26,3,419.0
000000000000000000002568,843,1,799.0
000000000000000000002568,990,3,730.0
000000000000000000002568,3472,1,59.0
000000000000000000002569,5238,3,93.9
00000000000000000000256a,4346,2,59.9
00000000000000000000256b,1595,1,199.0
00000000000000000000256b,123,2,815.0
00000000000000000000256b,3287,2,1449.9
00000000000000000000256b,5625,2,289.0
00000000000000000000256c,498,1,122.9
00000000000000000000256c,2031,1,169.0
00000000000000000000256c,5135,1,95.0
00000000000000000000256c,3782,1,799.0
00000000000000000000256d,501,1,79.0
00000000000000000000256e,1245,3,519.9
00000000000000000000256e,4552,3,111.9
00000000000000000000256f,5500,2,69.0
00000000000000000000256f,2758,3,459.0
000000000000000000002570,4849,1,34.93
000000000000000000002570,4655,2,461.3
000000000000000000002571,4980,1,54.9
000000000000000000002571,251,2,3899.0
000000000000000000002572,1814,1,1879.0
000000000000000000002573,2523,3,279.9
000000000000000000002574,1302,2,99.9
000000000000000000002574,1662,1,1549.0
000000000000000000002575,4489,1,59.0
000000000000000000002575,1887,1,979.0
000000000000000000002576,4439,2,23.9
000000000000000000002576,2093,2,139.0
000000000000000000002577,3957,1,165.0
000000000000000000002577,420,1,449.0
000000000000000000002577,3131,3,4539.0
000000000000000000002578,3381,1,58.0
000000000000000000002578,32,1,599.0
000000000000000000002578,1611,3,215.99
000000000000000000002578,1238,1,490.0
000000000000000000002579,1118,2,569.0
00000000000000000000257a,833,1,824.0
00000000000000000000257a,903,1,1949.0
00000000000000000000257b,2139,3,1039.0
00000000000000000000257c,1165,2,530.0
00000000000000000000257d,3700,1,429.0
00000000000000000000257d,848,1,630.0
00000000000000000000257e,2509,1,279.0
00000000000000000000257e,15,2,55.0
00000000000000000000257e,5087,1,98.0
00000000000000000000257f,4693,1,125.9
00000000000000000000257f,865,1,419.0
00000000000000000000257f,2291,1,879.0
00000000000000000000257f,4509,2,42.9
000000000000000000002580,222,3,3609.0
000000000000000000002581,2715,2,149.0
000000000000000000002582,1492,3,89.0
000000000000000000002583,172,3,3099.0
000000000000000000002584,94,3,469.0
000000000000000000002584,2842,1,59.0
000000000000000000002584,662,3,444.0
000000000000000000002585,3484,3,59.9
000000000000000000002585,962,1,949.0
000000000000000000002585,5275,1,74.9
000000000000000000002586,4894,1,49.9
000000000000000000002586,3235,1,374.9
000000000000000000002587,733,1,189.0
000000000000000000002588,2962,2,2499.0
000000000000000000002589,123,1,815.0
00000000000000000000258a,3692,2,399.0
00000000000000000000258b,3887,3,142.0
00000000000000000000258c,5065,1,12.53
00000000000000000000258c,3,3,109.0
00000000000000000000258d,4981,1,74.9
00000000000000000000258e,214,2,2499.0
00000000000000000000258f,3985,3,99.96
00000000000000000000258f,837,2,399.0
00000000000000000000258f,1188,2,749.9
000000000000000000002590,5329,1,511.9
000000000000000000002590,4590,1,75.38
000000000000000000002591,2414,3,90.0
000000000000000000002591,4059,1,48.93
000000000000000000002591,2120,1,849.0
000000000000000000002592,813,3,1309.0
000000000000000000002593,4782,3,91.96
000000000000000000002593,1468,2,100.0
000000000000000000002593,1389,1,42.0
000000000000000000002594,153,1,1135.0
000000000000000000002594,3942,2,140.9
000000000000000000002594,5616,2,259.0
000000000000000000002594,1279,3,289.9
000000000000000000002595,462,2,489.0
000000000000000000002596,4999,2,118.9
000000000000000000002596,3835,1,89.0
000000000000000000002597,412,1,2999.0
000000000000000000002597,3929,1,239.0
000000000000000000002598,3995,1,139.9
000000000000000000002599,4756,1,250.0
00000000000000000000259a,5471,3,86.9
00000000000000000000259a,4770,2,104.99
00000000000000000000259a,4290,3,94.5
00000000000000000000259b,3084,3,4029.0
00000000000000000000259b,3188,1,369.9
00000000000000000000259b,1896,3,979.0
00000000000000000000259c,3907,3,329.0
00000000000000000000259c,1920,1,849.0
00000000000000000000259d,5265,1,849.0
00000000000000000000259e,3702,3,649.0
00000000000000000000259f,150,2,1149.0
0000000000000000000025a0,3500,1,299.0
0000000000000000000025a0,4495,2,29.9
0000000000000000000025a1,473,1,1349.0
0000000000000000000025a2,3642,3,369.9
0000000000000000000025a3,1534,1,74.9
0000000000000000000025a4,3189,2,1699.0
0000000000000000000025a4,3084,1,4029.0
0000000000000000000025a4,4831,2,112.9
0000000000000000000025a5,4178,3,138.0
0000000000000000000025a6,3063,3,3999.0
0000000000000000000025a6,1055,3,529.0
0000000000000000000025a7,241,3,7599.0
0000000000000000000025a7,2864,2,89.0
0000000000000000000025a8,1974,1,39.9
0000000000000000000025a9,4863,3,97.93
0000000000000000000025a9,4802,2,69.45
0000000000000000000025aa,4740,3,109159.0
0000000000000000000025ab,1739,2,999.0
0000000000000000000025ab,1529,1,16599.0
0000000000000000000025ac,5033,2,29.9
0000000000000000000025ad,5446,1,18.7
0000000000000000000025ae,228,3,4679.0
0000000000000000000025af,3943,2,140.9
0000000000000000000025b0,2726,2,299.0
0000000000000000000025b1,1266,3,599799.0
0000000000000000000025b1,3965,3,559.0
0000000000000000000025b1,5566,3,320.0
0000000000000000000025b2,5157,3,118.0
0000000000000000000025b2,456,3,479.0
0000000000000000000025b2,987,3,499.0
